% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.557434152e+05 +1.557434152e+05 +1.558196852e+05 +1.558196852e+05 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
147 +9.775733136e+04 +9.775733136e+04 +9.783360136e+04 +9.783360136e+04 +1.3113e+00 -1.1923e+00 -8.4969e-01 +9.2408e-01 +1.4638e+00 -4.1576e+00 -1.4021e+00 -3.3958e-01 +6.8790e-02 -1.7374e+00
149 +6.765010706e+04 +6.765010706e+04 +6.772637706e+04 +6.772637706e+04 +1.2025e+00 -1.0817e+00 -1.5046e+00 +4.6423e-01 +1.7341e+00 -3.1547e+00 -1.6239e-01 -4.7742e-01 +1.4437e+00 -6.5506e-01
162 +3.605979285e+03 +3.605979285e+03 +3.682249285e+03 +3.682249285e+03 +8.2828e-01 -1.8790e+00 -2.9179e+00 +5.5846e-01 +2.4151e+00 -3.7094e+00 -1.7395e+00 -1.0324e+00 +1.2192e+00 -1.0051e+00
178 +1.227336390e+02 +1.227336390e+02 +1.990036390e+02 +1.990036390e+02 +4.8580e-01 -1.4426e+00 -2.2659e+00 +5.8180e-01 +2.5116e+00 -3.2471e+00 -1.8997e+00 -1.5407e-02 +2.2452e+00 -3.0054e+00
333 +8.043520261e+01 +8.043520261e+01 +1.567052026e+02 +1.567052026e+02 +2.5905e+00 -6.8991e-01 -3.2883e+00 +1.4057e+00 +3.1243e+00 -3.3764e+00 -9.3840e-01 -1.3506e+00 +6.6408e-01 -1.3470e+00
22546 +7.938401321e+01 +7.938401321e+01 +1.556540132e+02 +1.556540132e+02 +2.1022e+00 -5.2454e-02 -2.1609e+00 +2.1754e+00 +2.8001e+00 -2.9368e+00 -9.9689e-01 -2.1920e+00 -5.4824e-01 -2.2072e+00
26150 +7.755290944e+01 +7.755290944e+01 +1.538229094e+02 +1.538229094e+02 +1.8613e+00 -5.2411e-02 -2.1584e+00 +2.1719e+00 +2.8017e+00 -2.9367e+00 -9.9895e-01 -2.1925e+00 -9.3037e-01 -2.2059e+00
30172 +7.583131859e+01 +7.583131859e+01 +1.521013186e+02 +1.521013186e+02 +1.6297e+00 -1.0455e-01 -2.1594e+00 +2.1708e+00 +2.7985e+00 -2.9357e+00 -1.0007e+00 -2.1887e+00 -1.1936e+00 -2.2064e+00
33165 +7.411518220e+01 +7.411518220e+01 +1.503851822e+02 +1.503851822e+02 +1.3808e+00 -1.7877e-01 -2.1596e+00 +2.1755e+00 +2.7957e+00 -2.9346e+00 -9.9668e-01 -2.1803e+00 -1.3395e+00 -2.2070e+00
37509 +7.243300451e+01 +7.243300451e+01 +1.487030045e+02 +1.487030045e+02 +1.1916e+00 -2.8601e-01 -2.1610e+00 +2.1660e+00 +2.7956e+00 -2.9349e+00 -9.9731e-01 -2.1710e+00 -1.1941e+00 -2.2049e+00
41661 +7.069821524e+01 +7.069821524e+01 +1.469682152e+02 +1.469682152e+02 +8.9567e-01 -4.0622e-01 -2.1608e+00 +2.1701e+00 +2.7957e+00 -2.9350e+00 -1.0027e+00 -2.1693e+00 -1.1882e+00 -2.2059e+00
47738 +6.917662608e+01 +6.917662608e+01 +1.454466261e+02 +1.454466261e+02 +6.0075e-01 -4.9644e-01 -2.1615e+00 +2.1695e+00 +2.7957e+00 -2.9346e+00 -1.0099e+00 -2.1436e+00 -1.1416e+00 -2.2058e+00
56810 +6.760770242e+01 +6.760770242e+01 +1.438777024e+02 +1.438777024e+02 +2.3174e-01 -5.6114e-01 -2.1612e+00 +2.1715e+00 +2.7962e+00 -2.9347e+00 -1.0118e+00 -2.0822e+00 -1.0728e+00 -2.2050e+00
69414 +6.605212597e+01 +6.605212597e+01 +1.423221260e+02 +1.423221260e+02 -1.4726e-01 -6.1025e-01 -2.1600e+00 +2.1715e+00 +2.7961e+00 -2.9347e+00 -1.0115e+00 -1.9886e+00 -8.6579e-01 -2.2052e+00
81015 +6.456272616e+01 +6.456272616e+01 +1.408327262e+02 +1.408327262e+02 -5.8404e-01 -6.3633e-01 -2.1601e+00 +2.1722e+00 +2.7957e+00 -2.9345e+00 -1.0113e+00 -1.8830e+00 -8.1471e-01 -2.2049e+00
128950 +6.309572016e+01 +6.309572016e+01 +1.393657202e+02 +1.393657202e+02 -1.1730e+00 -6.3958e-01 -2.1664e+00 +2.1715e+00 +2.7956e+00 -2.9345e+00 -1.0110e+00 -1.6862e+00 -5.6675e-01 -2.2050e+00
210615 +6.165927961e+01 +6.165927961e+01 +1.379292796e+02 +1.379292796e+02 -1.1349e+00 -7.2521e-01 -2.3117e+00 +2.1688e+00 +2.7955e+00 -2.9346e+00 -1.0102e+00 -1.4386e+00 -6.2676e-01 -2.2047e+00
230579 +6.025548132e+01 +6.025548132e+01 +1.365254813e+02 +1.365254813e+02 -1.0902e+00 -8.5443e-01 -2.3243e+00 +1.8818e+00 +2.7955e+00 -2.9346e+00 -1.0103e+00 -1.4137e+00 -8.5648e-01 -2.2046e+00
247209 +5.887460686e+01 +5.887460686e+01 +1.351446069e+02 +1.351446069e+02 -1.0877e+00 -1.0864e+00 -2.3237e+00 +1.5231e+00 +2.7955e+00 -2.9346e+00 -1.0071e+00 -1.4070e+00 -8.6728e-01 -2.2047e+00
266484 +5.754386886e+01 +5.754386886e+01 +1.338138689e+02 +1.338138689e+02 -1.0892e+00 -1.3360e+00 -2.3237e+00 +1.1473e+00 +2.7955e+00 -2.9346e+00 -1.0051e+00 -1.4018e+00 -8.6974e-01 -2.2047e+00
296650 +5.623327723e+01 +5.623327723e+01 +1.325032772e+02 +1.325032772e+02 -1.0894e+00 -1.4661e+00 -2.3250e+00 +7.3488e-01 +2.7955e+00 -2.9346e+00 -9.8485e-01 -1.3051e+00 -9.2615e-01 -2.2043e+00
365211 +5.494723437e+01 +5.494723437e+01 +1.312172344e+02 +1.312172344e+02 -1.0894e+00 -1.5256e+00 -2.3250e+00 +9.2722e-02 +2.7955e+00 -2.9345e+00 -9.8144e-01 -1.1906e+00 -9.1135e-01 -2.1051e+00
