% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.694655269e+01 +6.694655269e+01 +1.077265527e+02 +1.077265527e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
182 +5.941056331e+01 +5.941056331e+01 +1.001905633e+02 +1.001905633e+02 +2.9539e+00 -3.7321e-01 +2.2908e+00 +1.1246e+00 +1.0260e+00 +2.1296e+00 -1.1327e+00 +2.2626e-01 +1.9022e+00 -1.2851e+00
193 +5.488675779e+01 +5.488675779e+01 +9.566675779e+01 +9.566675779e+01 +3.0057e+00 -6.5660e-01 +2.7081e+00 +1.9892e+00 -7.5921e-01 +1.1481e+00 -3.5126e-01 -3.5521e-01 +1.5483e+00 -1.3690e+00
294 +3.715933658e+01 +3.715933658e+01 +7.793933658e+01 +7.793933658e+01 +5.1491e+00 +9.4239e-01 +1.3815e+00 +2.3535e+00 +6.5268e-01 +9.3566e-01 -4.6957e-01 -2.8756e+00 +2.9177e+00 -1.7830e+00
311 +2.147678592e+01 +2.147678592e+01 +6.225678592e+01 +6.225678592e+01 +2.4742e+00 +1.9740e+00 +2.5915e+00 +3.3690e+00 -1.7585e-01 +3.7226e-01 +3.4715e-02 -2.4065e+00 +2.7949e+00 -2.2982e+00
520 +2.038099125e+01 +2.038099125e+01 +6.116099125e+01 +6.116099125e+01 +1.7971e+00 +1.7962e+00 +2.1637e+00 +2.6937e+00 -8.7524e-01 +1.1398e+00 -1.0813e-01 -1.9762e+00 +5.6585e-01 -3.1657e+00
616 +1.842602782e+01 +1.842602782e+01 +5.920602782e+01 +5.920602782e+01 +2.4785e+00 +1.4028e+00 +2.0648e+00 +2.5492e+00 -9.6217e-01 +7.6740e-01 +2.2050e-01 -9.9600e-01 +1.7893e+00 -2.0557e+00
638 +1.461076362e+01 +1.461076362e+01 +5.539076362e+01 +5.539076362e+01 +2.3371e+00 +1.3009e+00 +2.0243e+00 +2.6562e+00 -7.1610e-01 +4.3106e-01 +1.2686e-01 -1.7060e+00 +1.5716e+00 -1.9807e+00
658 +1.398951243e+01 +1.398951243e+01 +5.476951243e+01 +5.476951243e+01 +2.6275e+00 +2.0511e+00 +2.1624e+00 +2.6231e+00 -3.6314e-01 +5.7864e-02 +2.4992e-01 -3.2185e+00 +1.4571e+00 -1.7342e+00
682 +1.281720243e+01 +1.281720243e+01 +5.359720243e+01 +5.359720243e+01 +2.8045e+00 +1.5470e+00 +2.0932e+00 +2.8395e+00 -6.1920e-02 -2.2232e-02 -2.8737e-01 -2.3737e+00 +2.0497e+00 -1.9384e+00
691 +1.190897263e+01 +1.190897263e+01 +5.268897263e+01 +5.268897263e+01 +3.2151e+00 +1.4682e+00 +1.0126e+00 +2.8180e+00 -5.6482e-02 -7.0980e-01 -4.5647e-01 -2.3497e+00 +2.4773e+00 -1.7087e+00
748 +1.102934507e+01 +1.102934507e+01 +5.180934507e+01 +5.180934507e+01 +3.1868e+00 +1.1439e+00 +1.0378e+00 +2.7824e+00 +8.9695e-02 -4.3201e-01 +7.0936e-03 -2.2704e+00 +2.6412e+00 -1.7505e+00
770 +8.979583607e+00 +8.979583607e+00 +4.975958361e+01 +4.975958361e+01 +3.2549e+00 +1.1049e+00 +9.8814e-01 +2.6757e+00 +3.0203e-01 -1.2337e+00 -1.0415e-01 -2.5965e+00 +2.5354e+00 -1.4083e+00
808 +8.163765709e+00 +8.163765709e+00 +4.894376571e+01 +4.894376571e+01 +3.8087e+00 +1.4635e+00 +5.1460e-01 +2.2427e+00 +9.3342e-01 -1.8117e+00 -3.4714e-01 -4.1683e+00 +2.8929e+00 -1.7512e+00
856 +6.536974144e+00 +6.536974144e+00 +4.731697414e+01 +4.731697414e+01 +3.0693e+00 +2.0814e+00 +7.7808e-01 +2.0031e+00 -4.8839e-01 -1.0169e+00 -6.0595e-02 -3.3077e+00 +1.9189e+00 -8.1047e-01
1144 +5.978686036e+00 +5.978686036e+00 +4.675868604e+01 +4.675868604e+01 +3.7267e+00 +1.8866e+00 +8.1007e-01 +2.1074e+00 +1.6934e-01 -1.3724e+00 -9.3552e-02 -3.7933e+00 +2.2420e+00 -1.2409e+00
1196 +5.604712305e+00 +5.604712305e+00 +4.638471231e+01 +4.638471231e+01 +3.6483e+00 +1.9187e+00 +4.7869e-01 +1.9762e+00 +3.3838e-02 -1.5838e+00 +8.9438e-03 -3.6178e+00 +1.0762e+00 -1.0770e+00
1210 +5.460744485e+00 +5.460744485e+00 +4.624074449e+01 +4.624074449e+01 +3.7982e+00 +1.7583e+00 +7.8583e-01 +2.0823e+00 +1.6001e-01 -1.2290e+00 -4.4268e-02 -3.6592e+00 +1.6079e+00 -1.1835e+00
1298 +5.340314442e+00 +5.340314442e+00 +4.612031444e+01 +4.612031444e+01 +3.7250e+00 +1.7037e+00 +8.4906e-01 +2.0223e+00 +2.1742e-01 -1.2302e+00 -7.3142e-02 -3.6087e+00 +1.8616e+00 -1.0125e+00
1301 +4.399918836e+00 +4.399918836e+00 +4.517991884e+01 +4.517991884e+01 +3.5258e+00 +1.8644e+00 +4.3490e-01 +2.2948e+00 +3.2805e-01 -1.2611e+00 -1.8831e-01 -3.7360e+00 +1.8359e+00 -1.0196e+00
1408 +4.041778585e+00 +4.041778585e+00 +4.482177858e+01 +4.482177858e+01 +3.6337e+00 +1.8266e+00 +4.6789e-01 +2.2064e+00 +1.9027e-01 -1.4102e+00 -1.3245e-01 -3.6678e+00 +1.7410e+00 -9.2597e-01
1424 +3.926051205e+00 +3.926051205e+00 +4.470605121e+01 +4.470605121e+01 +3.8767e+00 +1.7495e+00 +2.9498e-01 +2.0251e+00 +2.1913e-01 -1.7342e+00 -8.2370e-02 -3.9313e+00 +2.0393e+00 -7.1011e-01
1430 +3.811589266e+00 +3.811589266e+00 +4.459158927e+01 +4.459158927e+01 +3.6826e+00 +1.8512e+00 +4.1998e-01 +2.0591e+00 +1.7872e-01 -1.4664e+00 -1.7756e-01 -3.7544e+00 +1.8448e+00 -7.5897e-01
1452 +3.739981126e+00 +3.739981126e+00 +4.451998113e+01 +4.451998113e+01 +3.6979e+00 +1.8904e+00 +5.7158e-01 +2.0459e+00 +2.4935e-01 -1.5634e+00 -1.2828e-01 -3.7536e+00 +1.7845e+00 -7.0073e-01
1474 +3.636727840e+00 +3.636727840e+00 +4.441672784e+01 +4.441672784e+01 +3.7708e+00 +1.8607e+00 +4.6542e-01 +2.0919e+00 +2.2025e-01 -1.6174e+00 -1.5480e-01 -3.8672e+00 +1.8137e+00 -7.2316e-01
1496 +3.528793440e+00 +3.528793440e+00 +4.430879344e+01 +4.430879344e+01 +3.7517e+00 +1.8751e+00 +3.8759e-01 +2.1052e+00 +2.0309e-01 -1.5326e+00 -1.2443e-01 -3.8931e+00 +1.7589e+00 -7.4291e-01
1518 +3.298545425e+00 +3.298545425e+00 +4.407854543e+01 +4.407854543e+01 +3.7044e+00 +1.9401e+00 +4.1115e-01 +2.0082e+00 +1.9736e-01 -1.6255e+00 -9.0328e-02 -3.9681e+00 +1.6889e+00 -6.6689e-01
1562 +3.207780050e+00 +3.207780050e+00 +4.398778005e+01 +4.398778005e+01 +3.6927e+00 +1.9989e+00 +2.5683e-01 +2.0937e+00 +2.2809e-01 -1.5553e+00 -1.5592e-01 -4.0434e+00 +1.6502e+00 -6.7691e-01
1565 +3.148475253e+00 +3.148475253e+00 +4.392847525e+01 +4.392847525e+01 +3.6742e+00 +1.9577e+00 +1.5972e-01 +2.0958e+00 +2.3205e-01 -1.5215e+00 -1.4995e-01 -3.9850e+00 +1.5945e+00 -6.6934e-01
