% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.700119263e+01 +1.700119263e+01 +2.387119263e+01 +2.387119263e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 +1.003915340e+01 +1.003915340e+01 +1.690915340e+01 +1.690915340e+01 -6.2794e-01 +1.5629e+00 -2.9672e+00 +2.0274e-01 +2.6418e+00 -2.7993e+00 -1.1056e+00 +4.2895e-02 -5.9644e-01 +2.6848e+00
22 +3.742318951e+00 +3.742318951e+00 +1.061231895e+01 +1.061231895e+01 -5.7396e-01 +1.4921e+00 -3.0041e+00 +2.6345e-01 +2.4735e+00 -2.8054e+00 -1.2524e+00 +1.0427e-01 -4.8659e-01 +2.6632e+00
39 +2.389854722e+00 +2.389854722e+00 +9.259854722e+00 +9.259854722e+00 -6.4524e-01 +1.5126e+00 -3.0182e+00 +2.5246e-01 +2.4236e+00 -2.8414e+00 -1.2822e+00 +1.5304e-01 -6.6819e-01 +2.6550e+00
748 +2.186929218e+00 +2.186929218e+00 +9.056929218e+00 +9.056929218e+00 -5.6710e-01 +1.2193e+00 -2.9736e+00 +1.8543e-01 +2.6650e+00 -3.0034e+00 -1.1695e+00 -8.0621e-02 -6.7316e-01 +2.6595e+00
1056 +1.875135389e+00 +1.875135389e+00 +8.745135389e+00 +8.745135389e+00 -5.5213e-01 +1.2094e+00 -2.9629e+00 +1.6950e-01 +2.6318e+00 -3.0463e+00 -1.1842e+00 -1.0998e-01 -6.9916e-01 +2.6709e+00
1078 +1.528425117e+00 +1.528425117e+00 +8.398425117e+00 +8.398425117e+00 -5.5461e-01 +1.2136e+00 -2.9619e+00 +1.6143e-01 +2.6290e+00 -3.0256e+00 -1.1854e+00 -1.2606e-01 -6.9031e-01 +2.6610e+00
1084 +6.789055903e-01 +6.789055903e-01 +7.548905590e+00 +7.548905590e+00 -5.3728e-01 +1.2108e+00 -2.9490e+00 +1.5676e-01 +2.5963e+00 -3.0250e+00 -1.1746e+00 -1.5326e-01 -7.0204e-01 +2.6743e+00
1364 +5.906746428e-01 +5.906746428e-01 +7.460674643e+00 +7.460674643e+00 -5.3471e-01 +1.2365e+00 -2.9613e+00 +1.4813e-01 +2.6281e+00 -3.0210e+00 -1.1908e+00 -1.1798e-01 -6.8247e-01 +2.6781e+00
1584 +5.422693518e-01 +5.422693518e-01 +7.412269352e+00 +7.412269352e+00 -5.3635e-01 +1.2384e+00 -2.9604e+00 +1.4610e-01 +2.6351e+00 -3.0349e+00 -1.1980e+00 -1.1425e-01 -6.8788e-01 +2.6856e+00
1606 +3.223435370e-01 +3.223435370e-01 +7.192343537e+00 +7.192343537e+00 -5.3533e-01 +1.2401e+00 -2.9605e+00 +1.4503e-01 +2.6375e+00 -3.0349e+00 -1.1992e+00 -1.1685e-01 -6.8968e-01 +2.6879e+00
1921 +3.027808831e-01 +3.027808831e-01 +7.172780883e+00 +7.172780883e+00 -5.3560e-01 +1.2435e+00 -2.9592e+00 +1.4549e-01 +2.6400e+00 -3.0412e+00 -1.2031e+00 -1.1020e-01 -6.8682e-01 +2.6869e+00
